Utility Company,EIA Utility Id,Twitter Handle,Facebook Page,Outage Phone Number,Outage Map URL,Phone Number,Web Site
Fannin County Electric Coop,6173,,,1-903-583-2117,,,http://www.fcec.coop/
"Farmers Electric Company, Ltd",6155,,,1-800-397-4821,,208-436-6384,http://www.farmersrec.com/
Farmers Electric Coop,6168,@FarmersEC,https://www.facebook.com/pages/Farmers-Electric-Cooperative-TX/215789685213281,(800) 541-2662,,(903) 455-1715,http://fecelectric.com/
Farmers Electric Coop Corp,6206,,,903-455-1715,https://s-webserv.fecelectric.com/farmersec/outagecenter/,903-455-1715,http://www.fecelectric.com/
"Farmers Electric Coop, Inc",6112,,https://www.facebook.com/FarmersElectricGreenfield,1-800-397-4821,,,http://www.farmersrec.com/
"Farmers Electric Coop, Inc (Texas)",6182,@FarmersEC,https://www.facebook.com/pages/Farmers-Electric-Cooperative-TX/215789685213281,903-455-1715,https://s-webserv.fecelectric.com/farmersec/outagecenter/,,http://www.fecelectric.com/
Farmers Mutual Electric Co,6199,,,(309) 944-1173,,(309) 944-1173,
Farmers Rural Electric Coop Corp,6194,,https://www.facebook.com/FarmersRECC,1.270.651.2191 or 1.800.253.2191,http://outage.farmersrecc.com/,1.270.651.2191 or 1.800.253.2191,http://farmersrecc.com/
"Farmers' Electric Coop, Inc",6181,,https://www.facebook.com/farmerselectriccoop,1-800-927-5334,,660-646-4281 or 1-800-279-0496,http://www.fec-co.com/
"Farmers' Electric Coop, Inc (New Mexico)",6198,@FarmersElectric,https://www.facebook.com/FarmersElectric,(800) 445-8541 or Clovis (575) 762-4466; Fort Sumner (575) 355-2291; Santa Rosa (575) 472-3971,,(575) 762-4466 or (800) 445-8541,http://www.fecnm.org/
Farmington River Power Company,6207,,,(860) 688-2156,,(860) 688-2156,
"Fayette Electric Coop, Inc",6183,,https://www.facebook.com/fayettecoop,,,,http://www.fayette.coop/
Federated Rural Electric Assn,6258,,https://www.facebook.com/federated,5078473520,,8003213520,http://www.federatedrea.coop/
Federated Rural Electric Assn (Iowa),6258,,https://www.facebook.com/federated,1-800-321-3520,,507-728-8366 or 507-847-3520,http://www.federatedrea.coop/
"Fergus Electric Coop, Inc",21513,,,406-538-3465,,406-538-3465,http://www.ferguselectric.coop/
Fillmore City Corporation (Utility Company),6316,,https://www.facebook.com/pages/Fillmore-City/163397823670220?ref=sgm,435-743-5233,,435-743-5233,http://www.fillmorecity.org/utilities.html
"Firelands Electric Coop, Inc",6335,@Firelands,https://www.facebook.com/pages/Firelands-Electric-Cooperative-Inc/45745699429,800-533-8658,http://www.firelandsec.com/content/current-outages,,http://www.firelandsec.com/
First Choice Power,6325,@firstchoicepwr,https://www.facebook.com/FirstChoicePower,1-866-469-2464,,1-855-534-3881,http://www.firstchoicepower.com/
First Electric Coop Corp,6342,https://twitter.com/FirstElecCoop,https://www.facebook.com/FirstElectric,888-827-3322,http://outage.fecc.coop/,888-827-3322,http://www.firstelectric.coop/
First Energy Solutions Corp.,6458,,,1-888-254-6359,,,https://www.fes.com/content/fes/home.html
First Energy Solutions Corp. (Illinois),6458,@firstenergycorp,,Local Supplier,,1-888-254-6359,https://www.fes.com/content/fes/home/residential.html
First Energy Solutions Corp. (Maryland),6458,,,1-888-254-4769 or 1-888-254-6359,,1-888-254-4769 or 1-888-254-6359,https://www.firstenergycorp.com/content/fecorp/supplierservices/md.html
First Energy Solutions Corp. (Michigan),6458,,,Contact Local Utility Company,,1-888-254-4769,https://www.fes.com/content/fes/home.html
First Energy Solutions Corp. (New Jersey),6458,@FirstEnergyCorp,,,,1-888-254-6359,https://www.fes.com/content/fes/home.html
First Energy Solutions Corp. (Pennsylvania),6458,,,1-888-254-6359 or 1-888-254-4769,,1-888-254-6359 or 1-888-254-4769,https://www.fes.com/content/fes/home/about-us/contact-us.html
FirstEnergy Generation Corp,6389,@FirstEnergyCorp,https://www.facebook.com/FirstEnergyCareers,1-888-544-4877,https://www.firstenergycorp.com/content/customer/outages_help/current_outages_maps.html,,
Fishers Island Utility Co Inc,6369,,,(800) 494-7148,,(800) 494-7148,http://fiuc.net/
Fitzgerald Wtr Lgt & Bond Comm,6380,,,(229) 426-5455,,(229) 426-5400,http://fitzutilities.com
Flathead Electric Coop Inc,6395,,https://www.facebook.com/pages/Flathead-Electric-Coop-Inc,406-751-4449,http://outage.flathead.coop:8181/,1-800-735-8489,http://flatheadelectric.com/
Fleming-Mason Energy Coop Inc,6442,@fmecoop,https://www.facebook.com/pages/Fleming-Mason-Energy/108191989258639,1-800-464-3144 or 606-845-2661,,1-800-464-3144 or 606-845-2661,https://billing.fme.coop/oscp/
Flint Electric Membership Corp,6411,@flintenergies,https://www.facebook.com/flintenergies,888.354.6836,,800.342.3616,https://www.flintenergies.com
"Flint Hills Rural E C A, Inc",6431,,https://www.facebook.com/pages/Flint-Hills-Rural-Electric-Cooperative/408175415898174,620-767-5144,,620-767-5144,http://www.flinthillsrec.com/
Flora Utilities,6425,,,574-967-4971,,574-967-4971,http://www.townofflora.org/flora-utilities/
Florence Utility Comm,6424,,,(715) 528-3330,,(715) 528-3330,http://www.florenceutilities.com/
"Florida Keys El Coop Assn, Inc",6443,@FLKeysElectric,https://www.facebook.com/FloridaKeysElectricCooperative,305-852-2431,,305-852-2431,http://www.fkec.com/
Florida Municipal Power Agency,6567,,,407.355.7767,,407.355.7767,http://fmpa.com/
Florida Power & Light Co.,6452,,,,,,http://www.fpl.com/
Florida Public Utilities Co,6457,https://twitter.com/#!/FPUCFL,https://www.facebook.com/FloridaPublicUtilities,800.427.7712,,800.427.7712,http://www.fpuc.com/electric/
"Flowell Electric Assn, Inc",21514,,,(435) 743-6214,,(435) 743-6214,
Foley Board of Utilities,6491,@rudispatch,https://www.facebook.com/RivieraUtilities,Foley:251- 943-4999 or  Daphne: 251-625-4999,,Foley: 251-943-5001 or  Daphne: 251-626-5000,https://www.rivierautilities.com/
"Forked Deer Electric Coop, Inc",40236,,,731-836-7508,,731-836-7508,http://www.forkeddeer.com/
Fort Belknap Electric Coop Inc,6611,,,1-940-564-3526,,,http://www.fortbelknapec.com/
Fort Loudoun Electric Coop,6608,,,(1-877-353-2674),,(1-877-353-2674),http://www.flec.org/
Fort Payne Improvement Auth,6612,,https://www.facebook.com/pages/Fort-Payne-Improvement-Authority/162870367075818,256-845-0671,,256-845-0671,http://www.fpia.com/
Fort Pierce Utilities Auth,6616,,,(772) 466-1600,,(772) 466-1600,http://www.fpua.com/
Fort Valley Utility Comm,6617,@fvutil,https://www.facebook.com/fvutil,,http://fvutil.com/news/outage/,478-825-7701,http://fvutil.com
Four County Elec Member Corp,6640,,https://www.facebook.com/pages/Four-County-Electric-Membership-Corporation/188316197857616?ref=tn_tnmn,(888)368-7289,http://gis.fourcty.org/pub/map.html,(888)368-7289,http://www.fourcty.org/
"Fox Islands Electric Coop, Inc",8780,,,207-863-4636,,207-863-4900,http://www.foxislands.net/
Franklin Electric Coop,6717,,,,,,
Franklin Heating Station,6738,,https://www.facebook.com/pages/Franklin-Heating-Station/116610418398578,,,5072893534,
Franklin Rural Electric Cooperative,6722,,,800-750-3557,https://www.iowarec.org/outages/,641-456-2557,http://www.franklinrec.coop/
Freeborn-Mower Coop Services,6782,@FMCSCooperative,https://www.facebook.com/pages/Freeborn-Mower-Cooperative-Services/210093712376207,8007346421,https://fmcs.ebill.coop/outageMap,5073736421,http://www.fmcs.coop/
Freeborn-Mower Coop Services (Iowa),6782,@FMCSCooperative,https://www.facebook.com/pages/Freeborn-Mower-Cooperative-Services/210093712376207,1-800-734-6421,https://fmcs.ebill.coop/outageMap,(800) 734-6421,http://fmcs.coop/
Freedom Energy,54873,,,(603)-625-2244,,(603)-625-2244,http://felpower.com/
Freedom Energy (Connecticut),54873,,,(603)-625-2244,,(603)-625-2244,http://felpower.com/about-us/
Freedom Energy (Maine),54873,,,,,,
Freedom Energy (Massachusetts),54873,,,(603)-625-2244,,(603)-625-2244,http://felpower.com/
Freedom Energy (Rhode Island),54873,,https://www.facebook.com/FreedomEnergyTechnologies,,,,http://www.freedomenergytechnologies.com/commercial-energy.html
French Broad Elec Member Corp,6784,@FrenchBroadEMC,https://www.facebook.com/pages/French-Broad-Electric-Membership-Corporation/1493575967570435,(828)649-2051 or (828)688-4815 or (800)222-6190 or (828)682-6121,http://www.frenchbroademc.com/outagemap.cfm,(828)649-2051 or (828)688-4815 or (800)222-6190 or (828)682-6121,http://www.frenchbroademc.com/
French Broad Elec Member Corp (Tennessee),6784,@FrenchBroadEMC,https://www.facebook.com/pages/French-Broad-Electric-Membership-Corporation/1493575967570435,(828)649-2051 or (828)688-4815 or (800)222-6190 or (828)682-6121,http://www.frenchbroademc.com/outagemap.cfm,(828)649-2051 or (828)688-4815 or (800)222-6190 or (828)682-6121,http://www.frenchbroademc.com/
Frontier Power Company,6804,,,740-622-6755,https://ebill.frontier-power.com/oms/outageMap,,http://www.frontier-power.com/
"Frontier Utilities, Inc.",56286,@frontieru,https://www.facebook.com/frontierutilities,1-877-437-7442,,,https://www.frontierutilities.com/
Fulton County Rural E M C,6848,@FultonCoREMC,https://www.facebook.com/FultonCountyREMC,574-223-3156 or 1-800-286-2265,,574-223-3156 or 1-800-286-2265,http://www.fultoncountyremc.com/
"G & K, Inc",6866,,,(907) 532-2407,,(907) 532-2407,
GEXA Corp.,7279,,,(866) 961-9399,,,http://www.gexaenergy.com/
GEXA Corp. (Connecticut),7279,,,866-961-9399,,866-961-9399,http://www.gexaenergy.com/
GEXA Corp. (Delaware),7279,@gexavoice,https://www.facebook.com/GexaEnergy,866.961.9399,,866.961.9399,http://www.gexaenergy.com/
GEXA Corp. (District of Columbia),7279,,,,,,
GEXA Corp. (Illinois),7279,,,,,,
GEXA Corp. (Maine),7279,@GexaVoice,https://www.facebook.com/GexaEnergy,,,(866) 961-9399,http://www.gexaenergy.com/
GEXA Corp. (Maryland),7279,@gexavoice,https://www.facebook.com/GexaEnergy,866-961-9399,,866-961-9399,http://www.gexaenergy.com/
GEXA Corp. (Massachusetts),7279,@GexaVoice,https://www.facebook.com/GexaEnergy,(866) 961-9399,,(866) 961-9399,http://www.gexaenergy.com/
GEXA Corp. (New Hampshire),7279,@GexaVoice,https://www.facebook.com/GexaEnergy,(866) 961-9399,,(866) 961-9399,http://www.gexaenergy.com/
GEXA Corp. (New Jersey),7279,@GexaVoice,https://www.facebook.com/GexaEnergy,,,866-961-9399,http://www.gexaenergy.com
GEXA Corp. (Pennsylvania),7279,@gexavoice,https://www.facebook.com/GexaEnergy,(888) 544-4877 or (888) 544-4877 or (800) 342-5775 or (800) 841-4141,,(888) 544-4877 or (888) 544-4877 or (800) 342-5775 or (800) 841-4141,http://www.gexaenergy.com/
GEXA Corp. (Rhode Island),7279,@nationalgridus,https://www.facebook.com/nationalgrid,1-800-465-1212,https://www1.nationalgridus.com/PowerOutageMap,,http://www.gexaenergy.com/
Gainesville Regional Utilities,6909,,,352-334-2871,http://m.gru.com/emergency/electric.jsp,352-334-2871,https://www.gru.com/
Galena Electric Utility,6915,,,(907) 656-1503 AFTER HOURS,,(907) 656-1301,http://www.ci.galena.ak.us/index.asp?Type=B_BASIC&SEC=%7B1BF891B6-33B8-4684-97DC-4CE17DA5E112%7D
"Garkane Energy Coop, Inc",6957,@GarkaneEnergy,https://www.facebook.com/Garkane,1.800.747.5403,,(435) 836-2795,http://www.garkaneenergy.com/
"Garkane Energy Coop, Inc (Arizona)",6957,@GarkaneEnergy,https://www.facebook.com/Garkane,1.800.747.5403,,Kanab Office: (888)644-5026 -- Loa Office (800) 747-5403 -- Hatch Office(888)735-4288 -- Hildale Office(435) 874-2810,http://www.garkaneenergy.com/
Garland Light & Power Company,6950,,,307-754-2881,,307-754-2881,http://garlandpower.org/contact_us.cfm
Gascosage Electric Coop,7024,@Gascosage,https://www.facebook.com/GascosageElectricCooperative,(573) 759-7146 or 1 (866) 568-8243,,(573) 759-7146 or 1 (866) 568-8243,http://www.gascosage.com/Home/tabid/37/Default.aspx
Gateway Energy Services Corporation,5603,https://twitter.com/directenergy,https://www.facebook.com/DirectEnergy,1-855-461-1926,,1-855-461-1926,https://www.directenergy.com/newsroom/press-releases/2011/acquisition-closes-for-gateway
Gateway Energy Services Corporation (Maryland),5603,@GESCcom,https://www.facebook.com/pages/Gateway-Energy-Services/142513552602,1-888-601-2171 or 1-855-701-4283,,1-888-601-2171 or 1-855-701-4283,https://www.gesc.com/Index.aspx.aspx
Gateway Energy Services Corporation (New Jersey),5603,@GESCcom,,,,800-805-8586,http://www.gesc.com
Gateway Energy Services Corporation (Pennsylvania),5603,,,(888) 601-2171,,(888) 601-2171,http://www.gesc.com/PA
Gateway Energy Services Corporation (Texas),5603,,,(800) 805-8586,,(800) 805-8586,http://www.gesc.com/ContactUs/ContactUs.aspx
Gay & Robinson Inc,7019,,,808-335-3133,,808-335-3133,http://business.kauaichamber.org/list/member/gay-robinson-inc-427.htm
Georgia Power Co,7140,@GeorgiaPower,https://www.facebook.com/GeorgiaPower,1-888-891-0938,http://outagemap.georgiapower.com/external/default.html?hp=tm_po_view_outage_map,1-888-660-5890,http://www.georgiapower.com
Georgia Transmission Corp,7197,,,(770) 270-7400,,(770) 270-7400,http://www.gatrans.com/index.htm
Gibson Electric Members Corp,7174,@gibsonemc1,https://www.facebook.com/gibsonemc,1-800-977-4076,http://outagemap.gibsonemc.com/,1-800-977-4076,http://www.gibsonemc.com/
Glacial Energy Holdings,54871,,,1-888-452-2425,,1-888-452-2425,http://www.glacialenergy.com/
Glacial Energy Holdings (California),54871,,,Pacific Gas &amp; Electric - 800-734-5002 -- San Diego Gas and Electric - 800-611-7343 -- So. Cal Edison - 800-611-1911,,1-888-452-2425,http://www.glacialenergy.com/california-energy-choice
Glacial Energy Holdings (Connecticut),54871,,,800.286.2000 or 800.722.5584,,800.286.2000 or 800.722.5584,http://www.glacialenergy.com/outage-numbers
Glacial Energy Holdings (Delaware),54871,,,800.898.8042,,800.898.8042,http://www.glacialenergy.com/
Glacial Energy Holdings (District of Columbia),54871,,,,,,
Glacial Energy Holdings (Illinois),54871,,,800-334-7661 or 888-789-2477,,888-452-2425,http://www.glacialenergy.com/home?state=illinois
Glacial Energy Holdings (Maine),54871,,,877-655-4448,,1-888-452-2425,http://www.glacialenergy.com/
Glacial Energy Holdings (Maryland),54871,,,1-888-452-2425,,1-888-452-2425,http://www.glacialenergy.com/
Glacial Energy Holdings (Massachusetts),54871,@GlacialEnergy,,1-888-452-2425,,1-888-452-2425,http://www.glacialenergy.com/home?state=massachusetts
Glacial Energy Holdings (Michigan),54871,,,Detroit Edison: 313-235-1300 -- Consumers Energy: 800-805-0490,,(586) 218-7415 or 1-888-452-2425,http://www.glacialenergy.com/michigan-energy-choice
Glacial Energy Holdings (New Hampshire),54871,,,800-465-1212,,1-888-452-2425,http://www.glacialenergy.com/
Glacial Energy Holdings (New Jersey),54871,,,,,1-888-452-2425,http://www.glacialenergy.com
Glacial Energy Holdings (New York),54871,,,1-888-452-2425,,1-888-452-2425,http://www.glacialenergy.com/
Glacial Energy Holdings (Ohio),54871,,,1-888-452-2425,,1-888-452-2425,http://www.glacialenergy.com/ohio-energy-choice
Glacial Energy Holdings (Pennsylvania),54871,,,888-393-7000 or 800-342-5775,,888-393-7000 or 800-342-5775,http://www.glacialenergy.com/home?state=pennsylvania
Glacial Energy Holdings (Rhode Island),54871,@nationalgridus,https://www.facebook.com/nationalgrid,1-800-465-1212,https://www1.nationalgridus.com/PowerOutageMap,,http://www.glacialenergy.com/
"Glacier Electric Coop, Inc",7262,,https://www.facebook.com/pages/Glacier-Electric-Co-Op,406-873-5566,,406-338-5400,http://glacierelectric.com/
"Glades Electric Coop, Inc",7264,@gladeseleccoop,https://twitter.com/gladeseleccoop,863.946.6200,,863.946.6200,http://www.gladesec.com/
Glencoe Light & Power Comm,7292,,,320-864-5184,,,http://glencoelightandpower.com/
Glidden Rural Electric Coop,7303,@IowaRECs,http://www.rvec.coop/,(712) 659.3649,https://www.iowarec.org/outages/,(712) 659.3649,http://www.rvec.coop/
Gold Country Energy,56739,,https://www.facebook.com/pages/Gold-Country-Energy/201059866573908,(907) 520-5681,,(907) 520-5681,http://goldcountryenrgy.com/
"Golden Spread Electric Cooperative, Inc",7349,,,,,,
Golden Valley Elec Assn Inc,7353,,https://www.facebook.com/GoldenValleyElectric,(907) 452-1151,,(907) 452-1151 or  (800) 770-4832,http://gvea.com/
"Goldenwest Electric Coop, Inc",7318,,,(406) 796-2423,,(406) 796-8146,http://www.montanaco-ops.com/member-coops/goldenwest/
"Goldenwest Electric Coop, Inc (North Dakota)",7318,,,(406) 796-8146,,(406) 796-8146,
Goltry Public Works Authority,7441,,,580-496-2441,,580-496-2441,
Goodhue County Coop Elec Assn,7460,,,8009276864,http://gccea.coopwebbuilder2.com/content/outage-map,5077325117,http://www.gccea.com/
Gowrie Municipal Utilities,7424,,,515-352-3065,,515-352-3065,http://www.gowrie.org/utilities/gmu.htm
Grady Electric Membership Corp,7450,@GradyEMC,,877-757-6060,http://www.gradyemc.com/Outage%20Information.html,229-377-4182,http://www.gradyemc.com
Grafton Electric,7442,,https://www.facebook.com/graftoniowa,(641) 748-2970,,(641) 748-2970,http://www.graftoniowa.com/utilities/index.php
Graham County Electric Coop Inc,7456,,https://www.facebook.com/pages/GRAHAM-COUNTY-ELECTRIC-COOP/,(928) 485-2451,,(928) 485-2451,http://gce.coop/
"Grand Electric Coop, Inc",7484,@GrandElectricCo,https://www.facebook.com/GECBison,605-244-5211,,605-244-5211,http://www.grandelectric.coop/
Grand Rapids Public Util Comm,7489,,https://www.facebook.com/pages/Grand-Rapids-Public-Utilities/108782819203449?sk=wall,218-326-4806,,,http://www.grpuc.org/
Grand River Dam Authority,7490,@okgrda,https://www.facebook.com/pages/Grand-River-Dam-Authority/122342551147207,918 - 479 - 5249 or 918 - 825 - 1053 or 918 - 824 - 7101,,918-256-5545,http://www.grda.com/
"Grand Valley Rrl Pwr Line, Inc",7563,@GVRuralPower,,970-242-0040,http://www.gvp.org/content/outage-map,,http://www.gvp.org/
Granite State Electric Co,26510,,,,,,
Granite State Electric Co (New Hampshire),26510,@LibertyUtil_NH,https://www.facebook.com/LibertyUtilitiesNH,1-855-349-9455,http://www.libertyutilities.com/east/electricity/outage_central/outage_map.html,1-800-375-7413,http://www.libertyutilities.com/east/electricity/?region=NH&utility=Electricity
Grayson Rural Electric Coop Corp,7558,@GraysonRECC,https://www.facebook.com/GraysonRuralElectric,1-800-562-3532,http://outages.graysonrecc.com/,(606) 474-5136 or 1-800-562-3532,http://www.graysonrecc.com/
"Grayson-Collin Elec Coop, Inc",7559,,https://www.facebook.com/GraysonCollinEC,1-903-482-7111,https://ebill.grayson-collin.coop/woViewer/mapviewer.html?config=Outage%2BWeb%2BMap,1-903-482-7111,http://www.gcec.net/
"Great Bay Power Marketing, Inc.",5971,,,,,(603) 294-4850,
Great Lakes Energy Coop,38084,@GLECooperative,https://www.facebook.com/greatlakesenergy,1-888-485-2537,http://www.gtlakes.com/storm-central/,1-800-678-0411,http://www.gtlakes.com
Great River Energy,7570,@GREnergyNews,https://www.facebook.com/grenergy,763-445-5000,,763-445-5000,http://www.greatriverenergy.com/
Green Mountain Energy Company,7554,@GreenMtnEnergy,https://www.facebook.com/GreenMountainEnergyCompany,,,,https://www.greenmountainenergy.com/
Green Mountain Power Corp,7601,@GreenMtnPower,https://www.facebook.com/GreenMountainPower,1 (888) 835-4672,https://wss.greenmountainpower.com/customers/outages/,1-888-835-4672,http://www.greenmountainpower.com/
"Greenbelt Electric Coop, Inc",7561,,https://www.facebook.com/GreenbeltElectricCooperative,1-806-447-2536 or 1-800-527-3082,,1-806-447-2536 or 1-800-527-3082,http://greenbeltelectric.coop/content/outages
Greenville Utilities Comm,7639,@guc_info,https://www.facebook.com/GreenvilleUtilities,1-855-767-2482,,1-855-767-2482,http://www.guc.com/
Greenwood Commissioners-Pub Wk,7646,,,(864) 942-8100 or (877) 662-3360,,(864) 942-8100 or (877) 662-3360,http://www.greenwoodcpw.com/
Greenwood Utilities Comm,7651,,https://www.facebook.com/pages/Greenwood-Utilities/777794525600161,(662) 453-7553,,(622) 453-7234,https://www.greenwoodutilities.com/
Greer Commission of Public Wks,7654,@GreerCPW,https://www.facebook.com/GreerCPW,,,(864) 848-5500,http://www.greercpw.com/
GreyStone Power Corporation,7090,@GreyStonePower,https://www.facebook.com/greystonepower?_rdr,,,770.942.6576,https://www.greystonepower.com
Groton Dept of Utilities,7716,,,(860) 889-7388 or (860) 887-7836,,(860) 889-7388 or (860) 887-7836,http://www.grotonutilities.com/
Grundy Center Mun Light & Power,7743,,https://www.facebook.com/pages/City-of-Grundy-Center/169381736410558,(319)-825-5207,,(319)-825-5207,http://www.gcmuni.net/text/contactus.htm
Grundy County Rural Elec Coop,7864,,,1-800-390-7605,https://www.iowarec.org/outages/,319-824-5251,http://www.grundycountyrecia.com/
"Grundy Electric Coop, Inc",7720,,https://www.facebook.com/pages/Grundy-Electric-Cooperative-Inc/1567774563452080,1-800-279-2249 or 660-359-3941,,1-800-279-2249 or 660-359-3941,http://www.grundyec.com/
"Grundy Electric Coop, Inc (Iowa)",7720,,https://www.facebook.com/pages/Grundy-Electric-Cooperative-Inc/1567774563452080,1-800-279-2249,https://www.iowarec.org/outages/,1-800-279-2249,http://www.grundyec.com/
Guadalupe Blanco River Auth,7751,@gbratx,https://www.facebook.com/pages/GBRA-of-Texas/127012604166635,830-379-5822,,830-379-5822,http://www.gbra.org/
Guadalupe Valley Elec Coop Inc,7752,@GVEC_Tweets,https://www.facebook.com/GVECsocial,1-800-223-4832,http://outages.gvec.org/,,http://www.gvec.org/
Guam Power Authority,40428,,,,,,
Guernsey-Muskingum El Coop Inc,7891,,,800-521-9879,,,http://www.gmenergy.com/
"Gulf Coast Electric Coop, Inc",7785,,,1-800-568-3667,http://outagemap.gcec.com/,1-800-568-3667,http://www.gcec.com/
Gulf Power Co,7801,,https://www.facebook.com/GulfPowerCompany,1-800-487-6937,http://outagemap.gulfpower.com/external/default.html?ghp=s1_bx3_link3,1-800-225-5797,http://www.gulfpower.com/
Gunnison County Elec Assn.,7787,@GunnisonREA,https://www.facebook.com/pages/Gunnison-County-Electric-Association/117732597120,970-641-3520,,,http://www.gcea.coop/
Guntersville Electric Board,7827,,https://www.facebook.com/search/112844022062743/places-in/139386576124160/places/intersect/,After Hours 256-582-3441,,(256) 582-5691,http://www.guntersvilleelectric.com/home.htm
Gustavus Electric Inc,7822,,,(907) 697-2299,,(907) 697-2299,
Guthrie County Rural E C A,7750,,,888.747.2206,https://www.iowarec.org/outages/,641.747.2206,http://www.guthrie-rec.coop/
Gwitchyaa Zhee Utility Co,7833,,,907-662-2322,,907-662-2322,
H-D Electric Coop Inc,7870,,https://www.facebook.com/pages/H-D-Electric-Cooperative/138863396287029?fref=ts,605.874.2171,,605.874.2171,http://www.h-delectric.coop/
H-D Electric Coop Inc (Minnesota),7870,,https://www.facebook.com/pages/H-D-Electric-Cooperative/138863396287029?fref=ts,605.874.2171,,605.874.2171,http://www.h-delectric.coop/index.html
"HILCO Electric Cooperative, Inc.",8620,,https://www.facebook.com/pages/HILCO-Electric-Cooperative-Inc/1557689504508433?fref=nf,1-800-338-6425,,1-800-338-6425,http://hilco.coop/
"HQ Energy Services (US), Inc",21249,,,(860) 241-4024,,(860) 241-4024,http://www.hydroquebec.com/hqus/
Habersham Electric Membership Corp,7887,@HabershamEMC,https://www.facebook.com/habershamemc,706-754-2114,,1-800-640-6812,http://www.habershamemc.com
Hagerstown Light Department,7908,https://twitter.com/CityHagerstown,https://www.facebook.com/CityofHagerstown,(301) 790-2600,,(301) 790-2600,http://www.hagerstownmd.org/index.aspx?nid=107
Halifax Electric Member Corp,7978,,https://www.facebook.com/halifaxemc,1-800-690-0522,,1-800-690-0522,http://www.halifaxemc.com/home/index.aspx
Hamilton County Elec Coop Assn,7979,,,1-800-595-3401,,,http://www.hamiltonelectric.coop/
Hancock County Rural E M C,8000,@henrycountyremc,https://www.facebook.com/HenryCountyREMC,(800) 248-8413,,(800) 248-8413,http://www.henrycountyremc.com/
Hancock-Wood Electric Coop Inc,8034,@hwelectric,https://www.facebook.com/hwe.coop,800-445-4840 or 888-417-3010,http://oms.hwe.coop/,,https://www.hwe.coop/
Harmon Electric Assn Inc,8183,,https://www.facebook.com/pages/Harmon-Electric-Association-Inc/154725664575443,(800) 643-7769 or (580) 688-3342,,(580) 688-3342,http://harmonelectric.com/
"Harney Electric Coop, Inc",11589,,https://www.facebook.com/pages/Harney-Electric-Cooperative-Inc/442749242424465,After Hours: BURNS AREA - 541-589-4567 FIELDS AREA - 541-589-4566 OROVADA AREA - 775-335-9505,,Hines: 541-573-2061; Orovada: 775-272-3336,http://www.harneyelectric.org/
"Harney Electric Coop, Inc (Nevada)",11589,,https://www.facebook.com/pages/Harney-Electric-Cooperative-Inc/442749242424465,775-272-3336,,775-272-3336,http://www.harneyelectric.org/content/contact-us
Harquahala Valley Pwr District,8139,,,(480) 610-8741,,(480) 610-8741,
Harrison County Rrl Elec Coop,8283,,,800-822-5591,https://www.iowarec.org/outages/,712-647-2727,http://www.hcrec.coop/
Harrison County Rural E M C,8179,,,712-647-2727 or 800-822-5591,https://www.iowarec.org/outages/,712-647-2727 or 800-822-5591,http://www.hcrec.coop/
"Harrison Rural Elec Assn, Inc",8192,,https://www.facebook.com/pages/Harrison-Rural-Electrification-Association-Inc/,304.624.6365,,304.624.6365,http://www.harrisonrea.com/
Hart Electric Member Corp,8210,@Hart_EMC,https://www.facebook.com/HartEMC,,http://www.arcgis.com/home/webmap/viewer.html?webmap=bde962b19fa1480db788c0ef4369a8b4&extent=-84.2209%2C33.7905%2C-81.7778%2C34.7697,800.241.4109,http://www.hartemc.com
Hartford Electric,8212,,,(262) 670-3710 or (262) 673-2600 After Hours,,(262) 670-3700,http://hartfordelectric.org/
Hartford Steam Co,8153,,,860-725-7005,,860-725-7005,http://www.hartfordsteam.com/
Harvard Dedicated Energy Limited,49987,,,(617) 495-5560,,(617) 495-5560,http://www.energyandfacilities.harvard.edu/utilities/utility-account-managementbilling/energy-supplysourcing
Havana Power & Light Company,8276,,,,,,
Hawaii Electric Light Co Inc,8287,@hwnelectric,https://www.facebook.com/HawaiianElectric,808-969-6666,,808-969-6999,http://www.hawaiianelectric.com/portal/site/heco
Hawaiian Electric Co Inc,19547,@hwnelectric,https://www.facebook.com/HawaiianElectric,1-855-304-1212,,808-548-7311,http://www.hawaiianelectric.com/portal/site/heco
Hawkeye Tri-County El Coop Inc,8298,@HawkeyeREC,https://www.facebook.com/HawkeyeREC,1-800-927-5265,https://www.iowarec.org/outages/,1-563-547-3801,http://www.hawkeyerec.com/
Hawley Public Utilities Comm,8307,,https://www.facebook.com/pages/City-of-Hawley-Minnesota-Government/287283394736061,After Hours 701-238-7657,,218-483-3331 or 701-361-8219 or 701-361-4803,http://www.hawley.govoffice.com/index.asp?SEC=C6ECB97A-8300-4124-B517-D50A400CED7C&Type=B_BASIC
Haywood Electric Member Corp,8333,,https://www.facebook.com/HaywoodEMC,828-452-2281 or 828-966-4215 or toll free at 1-800-951-6088,,828-452-2281 or 828-966-4215 or toll free at 1-800-951-6088,http://www.haywoodemc.com/
Heart of Texas Electric Coop,55982,@HOTEC_coop,https://www.facebook.com/pages/Heart-of-Texas-Electric-Cooperative/123842761010168,1-800-840-2957,,,http://www.hotec.coop/
Heartland Consumers Power Dist,40604,@HCPD,,(800)520-4746,,(605)256-6536,http://www.hcpd.com/
Heartland Power Coop,8319,,https://www.facebook.com/heartlandpower,1-888-417-3007,https://www.iowarec.org/outages/,1-641-584-2251,http://www.heartlandpower.com/
